Question,A,B,C,D,Answer,Grade
Phát biểu nào sau đây là sai về trường từ vựng?,Mỗi từ chỉ có thể thuộc một trường từ vựng.,Một trường từ vựng có thể bao gồm những từ khác biệt nhau về từ loại,Một từ có thể thuộc nhiều trường từ vựng khác nhau,Một trường từ vựng có thể bao gồm nhiều trường từ vựng nhỏ hơn.,D,Ngữ văn 8
Tác dụng của dấu hai chấm là gì?,"Đánh dấu phần có chức năng chú thích (giải thích, bổ sung, thuyết minh)","Đánh dấu (báo trước) phần bổ sung, giải thích, thuyết minh cho một phần trước đó",Đánh dấu (báo trước) lời dẫn trực tiếp (dùng với dấu ngoặc kép) hay lời đối thoại (dùng với dấu gạch ngang),Gồm B và C,D,Ngữ văn 8
 Đoạn trích trên thuộc văn bản nào?,Trong lòng mẹ,Lão Hạc,Cô bé bán diêm,Tắt đèn,A,Ngữ văn 8
"Đoạn trích trên, tác giả đã kết hợp các phương thức biểu đạt nào?",Tự sự + miêu tả,Miêu tả + biểu cảm.,Biểu cảm + lập luận.,Tự sự + miêu tả + biểu cảm.,D,Ngữ văn 8
Ý nào thể hiện rõ nội dung chính của đoạn trích?,Rắp tâm của bà cô về mẹ bé Hồng.,Hạnh phúc của bé Hồng khi nghĩ về mẹ.,Thái độ của bé Hồng trong cuộc đối thoại với bà cô về mẹ.,Cuộc sống cơ cực đáng thương của Hồng khi xa mẹ.,C,Ngữ văn 8
Người xưng “tôi” trong đoạn trích là ai?,Mẹ bé Hồng.,Người kể chuyện.,Bà cô.,Người họ nội.,B,Ngữ văn 8
"Các từ: “hoài nghi, khinh miệt, ruồng rẫy, rắp tâm” thuộc trường từ vựng nào?",Thái độ.,Trạng thái.,Cảm xúc.,Tính chất.,A,Ngữ văn 8
"Từ ""lấy"" trong câu ""Mặc dầu non một năm ròng mẹ tôi không gửi cho tôi lấy một lá thư, nhắn người thăm hỏi tôi lấy một lần và gửi cho tôi lấy một đồng quà"" thuộc:",Từ nối.,Trợ từ,Tình thái từ,Thán từ,B,Ngữ văn 8
"Trong các câu sau, câu nào là câu ghép?",Trong đó nghe đâu mẹ tôi đi bán bóng đèn và những phiên chợ chính còn bán cả vàng hương nữa.,"Nhưng nhận ra những ý nghĩa cay độc trong giọng nói và trên nét mặt khi cười rất kịch của cô tôi kia, tôi cúi đầu không đáp.","Vì tôi biết rõ, nhắc đến mẹ tôi, cô tôi chỉ có ý reo rắc vào đầu óc tôi những hoài nghi để tôi khinh miệt và ruồng rẫy mẹ toi, một người đàn bà đã bị cái tội là góa chồng, nợ nần cùng túng quá, phải bỏ con đi tha hương cầu thực.","Mặc dầu non một năm ròng mẹ tôi không gửi cho tôi lấy một lá thư, nhắn người thăm tôi lấy một lời và gửi cho tôi lấy một đồng quà.",A,Ngữ văn 8
"Chuyện được kể ""Trong lòng mẹ"" có nội dung chủ yếu là gì?",Nỗi đau của chú bé Hồng trong cảnh ngộ mồ côi cha.,Tình yêu thương mãnh liệt của chú bé Hồng dành cho mẹ của mình.,Tình mẫu tử thiêng liêng cao đẹp.,Nỗi đau của chú bé Hồng trong cảnh ngộ mồ coi cha và tình yêu thương của chú dành cho mẹ.,D,Ngữ văn 8
"Tác phẩm ""Trong lòng mẹ"" của tác giả nào?",Nguyên Hồng,Ngô Tất Tố,Nam Cao,Thanh Tịnh,A,Ngữ văn 8
Văn bản “Trong lòng mẹ” của tác giả nào sáng tác?,Thanh Tịnh,Nguyên Hồng,Nam Cao,Ngô Tất Tố,D,Ngữ văn 8
Ai là nhân vật chính trong văn bản “Tức nước vỡ bờ” của Ngô Tất Tố?,Người nhà lí trưởng,Cai lệ,Chị Dậu,Anh Dậu,C,Ngữ văn 8
"Văn bản “Cô bé bán diêm”, các lần mộng tưởng mất đi khi nào?",Khi các que diêm tắt,Khi bà nội em hiện ra,Khi trời sắp sáng,Khi em nghĩ đến việc cha mắng,B,Ngữ văn 8
"Qua câu chuyện “Chiếc lá cuối cùng”, em hiểu thế nào là một tác phẩm nghệ thuật được coi là kiệt tác?",Tác phẩm đó phải có bề thế.,Tác phẩm đó phải đẹp.,Tác phẩm đó phải có ích cho cuộc sống.,Tác phẩm đó phải độc đáo.,D,Ngữ văn 8
Dòng nào sau đây nêu đúng nhất ý nghĩa văn bản “Tôi đi học” của nhà văn Thanh Tịnh?,"Ca ngợi tình yêu, sự trân trọng đối với thầy cô giáo.",Buổi tựu trường đầu tiên sẽ mãi không quên trong kí ức của nhà văn Thanh Tịnh.,"Tô đậm cảm giác lạ lẫm, sợ sệt của nhân vật “tôi” ở buổi đến trường đầu tiên.",Tô đậm niềm vui sướng hân hoan của nhân vật “tôi” và các bạn vào ngày khai trường đầu tiên.,C,Ngữ văn 8
Điền vào chỗ trống từ thích hợp để được một định nghĩa hoàn chỉnh về một thể loại văn học: “…......…là một loại tác phẩm tự sự cỡ lớn có khả năng phản ánh hiện thực đời sống ở mọi giới hạn không gian và thời gian”,Truyện ngắn,Thơ trữ tình,Tiểu thuyết,Hồi kí,C,Ngữ văn 8
"Theo em, vì sao chị Dậu được gọi là điển hình về người nông dân Việt Nam trước Cách mạng tháng Tám?",Vì chị Dậu là người nông dân khổ nhất từ trước đến nay.,Vì chị Dậu là người phụ nữ nông dân mạnh mẽ nhất từ trước đến nay.,Vì chị Dậu là người phụ nữ nông dân luôn nhịn nhục trước sự áp bức của bọn thực dân phong kiến.,Vì chị Dậu là người phụ nữ nông dân phải chịu nhiều cực khổ nhưng vẫn giữ được những phẩm chất vô cùng cao đẹp.,D,Ngữ văn 8
"Theo em, “nghĩa khác” của cái đáng buồn ấy là gì?",Lão Hạc bị đẩy đến đường cùng phải tự giải thoát bằng cái chết.,Lão Hạc chết mà không được gặp con để trăng trối.,Con người có nhân cách cao đẹp như lão Hạc mà phải tìm đến cái chết.,"Lão Hạc phải chịu cái chết vật vã, đau đớn, thương tâm.",A,Ngữ văn 8
Mục đích chính của tác giả khi viết : “Tôi cười dài trong tiếng khóc…” là gì?,Nói lên sự căm giận mẹ của bé Hồng khi nghe người cô nói về những việc làm của mẹ mình.,Nói lên niềm yêu thương và thông cảm đối với mẹ của bé Hồng khi nghe người cô nói về những việc làm của mẹ mình.,Nói lên sự đồng tình của bé Hồng với những lời nói của người cô về mẹ mình.,"Nói lên trạng thái tình cảm phức tạp của bé Hồng: vừa đau đớn, vừa uất ức, căm giận khi nghe những lời nói của người cô về mẹ mình.",D,Ngữ văn 8
Nhận xét nào nói đúng nhất những cảnh tượng được miêu tả đặc sắc trong bài thơ Nhớ rừng?,"Cảnh núi rừng hùng vĩ, khoáng đạt và bí hiểm.","Cảnh vườn bách thú tù túng, tầm thường, giả dối.",Cảnh đại ngàn bao la rộng lớn.,Gồm cả 2 ý A và B.,A,Ngữ văn 8
Nội dung của bài thơ là,Mượn lời của con hổ bị nhốt trong vườn bách thú để diễn tả sâu săc nỗi chán ghét thực tại tầm thường.,Niềm khát khao tự do mãnh liệt.,Biểu lộ lòng yêu nước thầm kín của người dân mất nước.,Tất cả đều đúng,A,Ngữ văn 8
Bài thơ Nhớ rừng của tác giả nào?,Thanh Tịnh,Thế Lữ,Tế Hanh,Nam Cao,D,Ngữ văn 8
Bài thơ Nhớ rừng được sáng tác vào khoảng thời gian nào?,Trước Cách mạng tháng 8 năm 1945.,Trong kháng chiến chống thực dân Pháp.,Trong kháng chiến chống đế quốc Mỹ.,Trước năm 1930.,A,Ngữ văn 8
Thế Lữ được Nhà nước truy tặng giải thưởng Hồ Chí Minh về văn học nghệ thuật năm?,1999,2000,2002,2003,C,Ngữ văn 8
Khung cảnh núi rừng nơi “hầm thiêng ngự trị” theo lời của con hổ là một khung cảnh như thế nào?,"Là khung cảnh nhỏ bé, u buồn, không có gì hấp dẫn.","Là khung cảnh nước non hùng vĩ, oai linh.","Là khung cảnh tầm thường, giả tạo, đáng lên án.","Là khung cảnh tối tăm, chứa đựng nhiều cạm bẫy.",D,Ngữ văn 8
"Hoài Thanh cho rằng: “Ta tưởng trừng thấy những chữ bị xô đẩy, bị dằn vặt bởi một sức mạnh phi thường”. Theo em, ý kiến đó chủ yếu nói về đặc điểm gì của bài thơ Nhớ rừng?",Tràn đầy cảm xúc mãnh liệt.,Giàu nhịp điệu.,Giàu hình ảnh.,Giàu giá trị tạo hình.,C,Ngữ văn 8
Điều nào sau đây không đúng khi nhận xét về Thế Lữ và thơ của ông?,Thế Lữ là một trong những nhà thơ tiêu biểu trong phong trào Thơ Mới (1932-1945),Thơ của Thế Lữ là gạch nối giữa thơ cổ điển và thơ hiện đại Việt Nam.,Thế Lữ góp phần quan trọng trong việc đổi mới thơ ca và đem lại chiến thắng cho dòng Thơ Mới.,Thế Lữ là một trong những người có công đầu trong việc xây dựng ngành kịch nói ở nước ta.,D,Ngữ văn 8
Nội dung bài thơ Nhớ rừng là:,Niềm khao khát tự do mãnh liệt.,Niềm căm phẫn trước cuộc sống tầm thường giả dối.,Lòng yêu nước sâu sắc và kín đáo.,Cả ba nội dung trên.,D,Ngữ văn 8
"Bài thơ Nhớ rừng của Thế Lữ có ảnh hưởng và tác động như thế nào đến các tầng lớp nhân dân, nhất là thế hệ thanh niên lúc bấy giờ?","Biểu hiện ý chí quyết tâm, tin tưởng vào sự nghiệp cách mạng của những người tù chính trị đang bị giam giữ.","Kín đáo khơi gợi lòng yêu nước, yêu tự do và quyết tâm chống giặc cứu nước của nhân dân, đặc biệt là tầng lớp thanh niên.","Tác động đến tinh thần hăng say lao động, sẵn sàng vượt qua mọi gian khổ trong buổi đầu xây dựng đất nước.","Tạo ra tâm lí bi quan, chán chường trước cuộc sống thực tại, ước muốn được thoát li khỏi hiện thực.",B,Ngữ văn 8
Tâm trạng nào được diễn tả khi con hổ nhớ về những ngày còn tự do ở chốn núi rừng?,"Tâm trạng buồn rầu, chán nản khi nhớ về những ngày tự do.","Tâm trạng cô đơn, lạnh lẽo.","Tâm trạng căm thù những kẻ đã biến cuộc sống tự do, tự tại của nó hành cuộc sống ngục tù mua vui cho mọi người.","Tâm trạng tiếc nuối những ngày tháng oanh liệt, vẫy vùng, sống tự do nơi núi rừng hùng vĩ.",D,Ngữ văn 8
"Hình ảnh nào được tác giả mượn để sáng tác nên bài thơ, đồng thời qua đó bộc lộ tâm trạng của mình?",Hình ảnh con hổ - chúa tể của rừng xanh bị giam cầm trong cũi sắt.,Hình ảnh người chiến sĩ cách mạng bị giam cầm giữa chốn ngục tù tối tăm.,"Hình ảnh con hổ - chúa sơn lâm đang sống một cuộc sống tự do, phóng khoáng ở núi rừng.",Hình ảnh thiên nhiên núi rừng hùng vĩ bị chiến tranh tàn phá.,A,Ngữ văn 8
Việc xây dựng hai cảnh tượng đối lập nhau trong bài thơ: cảnh vườn bách thú tù túng và cảnh rừng xanh tự do nhằm mục đích gì?,"Để gây ấn tượng, tạo sự hấp dẫn cho người đọc.","Sử dụng nghệ thuật tương phản, xây dựng hai hình ảnh đối lập để làm nổi bật tình cảnh và tâm trạng của chúa sơn lâm.","Nhằm mục đích thể hiện sự đồng cảm, chia sẻ của người đọc đối với hoàn cảnh của con hổ.","Nhằm mục đích chế giễu, thương hại cho con vật nổi tiếng hung tợn.",B,Ngữ văn 8
Năm sinh năm mất của Thế Lữ là :,1907 - 1988,1907 - 1989,1905 - 1998,1905 - 1990,B,Ngữ văn 8
Quê gốc của Thế Lữ ở đâu?,Hải Phòng,Hà Nội,Bắc Ninh,Bắc Giang,A,Ngữ văn 8
Thế Lữ có vị trí như thế nào trong Thơ mới?,Là cầu nối giữa thơ cũ và Thơ mới.,Là người cuối cùng ra nhập hàng ngũ Thơ mới.,Là người ngăn cản sự phát triển của Thơ mới.,Là người tiêu biểu người cắm ngọn cờ cho Thơ mới.,A,Ngữ văn 8
Bài thơ sử dụng phương thức biểu đạt chính là,Tự sự,Miêu tả,Biểu cảm,Thuyết minh,C,Ngữ văn 8
Khổ thơ 1 và 4 thể hiện tâm trạng nào của con hổ khi ở trong vườn bách thú?,"Tuyệt vọng, buồn bã","Uất hận, chán chường, bất lực","Buồn bã, hi vọng một ngày được thoát khỏi thực tại","Đau đớn, tuyệt vọng",D,Ngữ văn 8
Biện pháp tu từ nào sau đây không được tác giả sử dụng trong bài?,So sánh,Nhân hoá,Hoán dụ,Điệp từ,D,Ngữ văn 8
Dòng nào nói đúng về bút pháp lãng mạn của bài thơ Nhớ rừng?,Lấy tâm trạng con hổ để nói về tâm trạng con người.,"Miêu tả cái cao cả, phi thường.","Không hòa nhập với thế giới tầm thường, vô nghĩa.",Nhớ tiếc quá khứ.,C,Ngữ văn 8
Bài thơ “Nhớ rừng” của Thế Lữ được sáng tác theo thể thơ gì và với giọng điệu như thế nào?,"Thể thơ tự do và với giọng điệu nhẹ nhàng, du dương.","Thể thơ tám chữ và với giọng điệu thiết tha, hùng tráng.","Thể thơ thất ngôn bát cú và với giọng điệu bi ai, sầu thảm.","Thể thơ tứ tuyệt và với giọng thơ sầu thảm, thống thiết.",A,Ngữ văn 8
Ta nằm dài trông ngày tháng dần qua thuộc kiểu câu nào?,Câu trần thuật,Câu cầu khiến,Câu nghi vấn,Câu cảm thán,A,Ngữ văn 8
Điều nào sau đây không đúng khi nhận xét về Thế Lữ và thơ của ông?,Thế Lữ là một trong những nhà thơ tiêu biểu trong phong trào Thơ mới (1932- 1945).,Thơ của Thế Lữ là gạch nối giữa thơ cổ điển và thơ hiện đại Việt Nam.,Thế Lữ góp phần quan trọng trong việc đổi mời thơ ca và đem lại chiến thắng cho dòng Thơ mới.,Thế Lữ là một trong những người có công đầu trong việc xây dựng ngành kịch nói ở nước ta.,D,Ngữ văn 8
"Hai câu thơ ""Giấy đỏ buồn không thắm - Mực đọng trong nghiên sầu"" trong bài thơ sử dụng biện pháp tu từ gì?",Hoán dụ.,Ẩn dụ.,Nhân hóa.,So sánh.,B,Ngữ văn 8
Bài thơ Ông đồ viết theo thể thơ gì?,Lục bát,Song thất lục bát,Ngũ ngôn,Thất ngôn bát cú,A,Ngữ văn 8
Nhận xét sau ứng với tác giả nào?,Thế Lữ,Vũ Đình Liên,Tế Hanh,Xuân Diệu,D,Ngữ văn 8
Hai câu thơ: Hoa tay thảo những nét/ Như phượng múa rồng bay nói lên điều gì?,Ông đồ rất tài hoa.,Ông đồ viết văn rất hay.,"Ông đồ có hoa tay, viết câu đối rất đẹp.",Ông đồ có nét chữ bình thường.,C,Ngữ văn 8
