Question,A,B,C,D,Answer,Grade
Sự việc nào không phải là sự việc chính được Xéc-van-tét nói đến trong đoạn trích?,Việc nhìn thấy và nhận định về những chiếc cối xay gió của Đôn Ki-hô-tê và Xan-chô Pan-xa,Thái độ và hành động của mỗi người trước những chiếc cối xay gió,Đôn Ki-hô-tê băn khoăn và hỏi ý kiến Xan-chô Pan-xa xem có nên đánh những chiếc cối xay gió hay không?,"Quan niệm và cách xử sự của mỗi người xung quanh chuyện ăn, chuyện ngủ.",D,Ngữ văn 8
"Trong đoạn trích Đánh nhau với cối xay gió, khi nhìn thấy những chiếc cối xay gió, Xan-chô Pan-xa ở một vào tình trạng như thế nào?",Không tỉnh táo lắm.,Hoàn toàn tỉnh táo.,Mê muội đến mức mù quáng.,Đang say rượu.,A,Ngữ văn 8
Dòng nào thể hiện đầy đủ kết quả cuộc đánh nhau của Đôn Ki-hô-tê với cối xay gió?,"Chiến khiên bị vỡ tan tành, ngọn giáo bị quằn, người và ngựa không việc gì.","Ngọn giáo gãy tan tành, chiếc mũ bị văng ra xa, thanh kiếm bị mẻ.","Cả người và ngựa ngã văng ra xa, ngựa bị toạc nửa vai, ngọn giáo gãy tan tành.","Ngọn giáo gãy tan tành, chiếc khiên bị vỡ đôi, con ngựa bị què chân.",C,Ngữ văn 8
Nhận xét nào nói đầy đủ nhất tính cách của Đôn Ki-hô-tê được thể hiện trong đoạn trích Đánh nhau với cối xay gió?,Là một người có nhiều điểm tốt đẹp,Là một người có những hành động nực cười,Là một người hết sức điên rồ cả trong ước muốn và hành động,Gồm A và B,C,Ngữ văn 8
Dòng nào thuật đúng tình trạng của Đôn Ki-hô-tê sau khi đánh nhau với cối xay gió?,"Nằm không cựa quậy, cầu mong nàng Đuyn-xi-nê-a cứu giúp, lại có sức mạnh, nhảy phắt lên ngựa đi tiếp.","Nằm không cựa quậy, được giám mã nâng dậy, đỡ ngồi lên ngựa nhưng không ngồi ngay ngắn được vì đau.","Vùng dậy ngay, nhảy lên ngựa đi tiếp và rất hùng dũng.","Nằm không cựa quậy, rồi thu hết sức vùng đứng lên, nhảy lên ngựa đi về cảng La-pi-xê.",B,Ngữ văn 8
Câu nói sau của Đôn Ki-hô-tê giúp em hiểu gì về con người lão?,Đây là một người hoàn toàn không biết sợ một ai hay một thế lực nào.,Đôn Ki-hô-tê coi thường tất cả mọi sự đau đớn.,Đôn Ki-hô-tê muốn noi gương các hiệp sĩ giang hồ.,Đôn Ki-hô-tê đang cố tỏ ra không đau đớn trước mặt Xan-chô Pan-xa.,D,Ngữ văn 8
Đặc điểm nào sau đây không đúng về nhân vật Đôn Ki-hô-tê?,"Có tướng mạo gầy gò, cao lênh khênh và cưỡi trên con ngựa còm.","Là người có khát vọng cao cả, vì lí tưởng công bằng và tự do cho mọi người.",Là người nhát gan và lười biếng,Nhân vật bị mê muội và hoang tưởng vì đọc quá nhiều truyện kiếm hiệp.,C,Ngữ văn 8
Đặc điểm nào sau đây không đúng về nhân vật Xan-chô Pan-xa?,Xuất thân từ nông dân,"Là người có suy nghĩ tỉnh thực dụng, tỉnh táo.",Có tướng mạo béo lùn và cưỡi trên lưng con lừa,"Là người dũng cảm, thích sống phiêu lưu và mạo hiểm.",B,Ngữ văn 8
"Từ hai nhân vật Đôn-ki-hô-tê và Xan-chô Pan-xa, em rút ra được bài học gì cho bản thân?","Cần sống có ước mơ, lí tưởng cao đẹp nhưng không nên xa rời thực tế với những ý nghĩ hão huyền.",Yêu thích đọc sách nhưng nên biết lựa chọn sách tốt để đọc và học tập.,"Cần biết sống cho cả hiện tại, nhưng không nên có cái nhìn quá thực dụng, ích kỉ.",Tất cả đều đúng.,A,Ngữ văn 8
"Trong đoạn trích “Đánh nhau với cối xay gió”, Hiệp sĩ Đôn Ki-hô-tê đã nhầm tưởng cối xay gió là ai?",Những tên lái buôn giàu có,Ba bốn chục tên khổng lồ ghê ghớm,Lão pháp sư Phơ-re-xtôm,Gã khổng lồ Bri-a-rê-ô,D,Ngữ văn 8
Phẩm chất đáng quý nào của nhân vật Đôn Ki-hô-tê được thể hiện qua đoạn trích?,Có khát vọng tiêu diệt cái ác để cứu giúp mọi người.,Anh hùng và nhân nghĩa.,Dù có khó khăn vẫn không nản chí.,"Biết nhường nhịn người khác, đặc biệt là vời Xan-chô Pamxa.",B,Ngữ văn 8
Trong đoạn trích “Đánh nhau với cối xay gió” Đôn Ki-hô-tê là nhân vật như thế nào?,Một người anh hùng thích giúp đỡ người khác.,Một người nghĩa hiệp.,"Một người u mê, thích học đòi người khác để phiêu lưu.",Một người nhận hậu và tốt bụng.,C,Ngữ văn 8
"Trọng đoạn trích “Đánh nhau với cối xay gió”, Đôn Ki-hô-tê thất bại khi nào?",Tiêu diệt hết chỉ còn lại một cối xay gió cuối cùng.,Đánh chiếc cối xay gió đầu tiên gần nhất.,Tiêu diệt hơn phân nửa cối xay gió.,Khi không còn chiếc cối xay gió nào.,A,Ngữ văn 8
Câu nào sau đây cho thấy Đôn Ki-hô-tê muốn noi gương các hiệp sĩ giang hồ?,"Đêm hôm ấy, hai người ở dưới các vòm cây, và Đôn Ki-hô-tê bẻ một cành cây khô, rút các mũi sắt ở chiếc cán gãy lắp vào làm thành ngọn giáo.","Vì theo Đôn Ki-hô-tê, con đường này có lắm người qua lại chẳng thể nào không gặp nhiều chuyện phiêu lưu khác nhau.","Chớ có chạy trốn, lũ hèn mạt nhát gan kia, bởi duy nhất chỉ có một hiệp sĩ đang tấn công bọn mi đây.",Ta không kêu đau là vì các hiệp sĩ giang hồ có bị thương thế nào cũng không được rên rỉ dù đổ cả ruột gan ra ngoài.,A,Ngữ văn 8
Vì sao suốt đêm Đôn Ki-hô-tê lại không ngủ?,Vì thất bại trước chiếc cối xay gió khiến gã không thể chợp mắt được.,Vì đó là tinh thần của các hiệp sĩ giang hồ.,Vì gã nhớ người tình Đuyn-xi-nê-a.,Vì gã thức để nhớ lại khoảng thời gian phiêu lưu của mình.,A,Ngữ văn 8
Ý nào không nói lên mục đích của cuộc giao chiến giữa Đôn Ki-hô-tê với những chiếc cối xay gió?,Đánh bại kẻ thù để trở nên vinh quang.,Quét sạch cái giống xấu xa này ra khỏi mặt đất.,Để thử sức mạnh của mình.,Thu được những chiến lợi phẩm để trở nên giàu có.,D,Ngữ văn 8
Nguyên nhân nào dẫn đến thất bại của Đôn Ki-hô-tê khi đánh nhau với cối xay gió?,Vì lão không có đủ cả vũ khí lợi hại.,Vì những chiếc cối xay gió được phù phép.,Vì lão không lường trước được sức mạnh của kẻ thù.,"Vì đầu óc lão mê muội, không tỉnh táo.",C,Ngữ văn 8
Cách nào không phải là cách nhà văn dùng để làm nổi bật cá tính của Đôn Ki-hô-tê và Xan-chô Pan-xa?,"Sử dụng biện pháp tương phản, đối lập.",Để cho nhân vật này đánh giá về nhân vật khác.,Trực tiếp đưa ra những lời đánh giá về nhân vật.,Để cho nhân vật tự bộc lộ mình.,C,Ngữ văn 8
"Trong đoạn trích Đánh nhau với cối xay gió, khi nhìn thấy những chiếc cối xay gió, Xan-chô Pan-xa ở một vào tình trạng như thế nào?",Không tỉnh táo lắm,Hoàn toàn tỉnh táo,Đang say rượu,Mê muội,A,Ngữ văn 8
Câu nào dưới đây sử dụng tình thái từ cầu khiến?,Anh không muốn kết bạn với nó à?,"Bác nghỉ, tôi về đây ạ!","Lúc bấy giờ, dẫu các ngươi muốn vui vẻ phỏng có được không?","Thôi im đi, anh bạn Xan-chô.",C,Ngữ văn 8
Quan sát những từ in đậm trong các ví dụ sau và trả lời các câu 4 và 5,Mẹ đi làm rồi à?,"Mẹ tôi vừa kéo tay tôi, xoa đầu tôi hỏi, thì tôi òa lên khóc rồi cứ thế nức nở. Mẹ tôi cũng sụt sùi theo. - Con nín đi!",Thương thay cũng một kiếp người Khéo thay mang lấy sắc tài làm chi!,Em chào cô ạ!,A,Ngữ văn 8
"Từ chỉ tình thái được in đậm trong câu “Giúp tôi với, lạy Chúa!” thuộc nhóm nào và có ý nghĩa gì?","Tình thái từ cầu khiến, thể hiện sự bắt buộc của người nói với người khác để làm một việc gì đó cho mình","Tình thái từ cảm thán, biểu thị sự thuyết phục của người nói đối với một người khác để làm một việc gì đó cho mình","Tình thái từ cầu khiến, thể hiện yêu cầu tha thiết của người nói về việc muốn một người khác làm một việc gì đó cho mình","Tình thái từ biểu thị sắc thái tình cảm, thể hiện sự sợ hãi của người nói",C,Ngữ văn 8
Tình thái từ là gì?,"Là những từ dùng làm dấu hiệu biểu lộ cảm xúc, tình cảm, thái độ của người nói hoặc dùng để gọi đáp.",Là những từ được thêm vào câu để biểu thị các sắc thái tình cảm của người nói và người viết.,"Là những từ được thêm vào câu để cấu tạo câu nghi vấn, câu cầu khiến, câu cảm thán và để biểu thị các sắc thái tình cảm của người nói.","Là những từ chuyên đi kèm một từ ngữ trong câu, dùng để nhấn mạnh hoặc biểu thị thái độ đánh giá sự vật, sự việc được nói đến từ ngữ đó.",C,Ngữ văn 8
Câu nào dưới đây không sử dụng tình thái từ?,"Nếu vậy, tôi chẳng biết trả lời ra sao.","Giúp tôi với, lạy Chúa!",Tôi đã chẳng bảo ngài cẩn thận đấy ư?,Những tên khổng lồ nào cơ?,D,Ngữ văn 8
"Khi sử dụng tình thái từ, cần chú ý điều gì?",Tính địa phương,Phù hợp với hoàn cảnh giao tiếp,Không được sử dụng biệt ngữ,Phải có sự kết hợp với các trợ từ,B,Ngữ văn 8
Tình thái từ trong câu Thầy mệt ạ? biểu thị điều gì?,"Nghi vấn, kính trọng.","Nghi vấn, bình thường.","Cảm thán, bình thường.","Cầu khiến, kính trọng.",A,Ngữ văn 8
Câu nào dưới đây sử dụng tình thái từ biểu thị sắc thái tình cảm?,Đừng hòng bắt được nó nhé!,Thật là may mắn lắm thay!,Hãy đứng lên đi!,Có đi hay không thì bảo chứ?,B,Ngữ văn 8
"Từ ”đi” trong câu: Mày trói ngay chồng bà đi, bà cho mày xem! thuộc dạng nào dưới đây?",Tình thái từ cảm thán biểu thị sự thuyết phục,Tình thái từ cầu khiến tỏ ý thách thức,Tình thái từ cầu khiến yêu cầu người khác làm việc gì đó cho mình,Tình thái từ biểu thị sắc thái tình cảm,C,Ngữ văn 8
Câu nào dưới đây sử dụng tình thái từ nghi vấn?,Thế nó cho bắt à?,Em xin chào bác nhé!,Xin hãy đợi tôi với!,Tôi không dám đâu ạ!,A,Ngữ văn 8
Có bao nhiêu loại tình thái từ?,4 loại,3 loại,5 loại,6 loại,A,Ngữ văn 8
Tình thái từ trong câu – Em chào cô ạ. biểu thị điều gì?,"Nghi vấn, kính trọng.","Nghi vấn, bình thường.","Cảm thán, bình thường.","Cầu khiến, kính trọng.",A,Ngữ văn 8
"Trong các câu sau đây, câu nào không sử dụng tình thái từ?",Những tên khổng lồ nào cơ?,Tôi đã chẳng bảo ngài phải cẩn thận đây ư!,"Giúp tôi với, lạy Chúa!","Nếu vậy, tôi chẳng biết trả lời ra sao.",D,Ngữ văn 8
Câu nào dưới đây sử dụng tình thái từ cầu khiến?,"Thôi im đi, anh bạn Xan-chô.",Anh không muốn kết bạn với nó à?,"Lúc bấy giờ, dẫu các ngươi muốn vui vẻ phỏng có được không?","Bác nghỉ, tôi về đây ạ!",A,Ngữ văn 8
"Cho đoạn văn: Lâu lâu, cái Tí chừng như cũng hiểu được nỗi đau lòng của mẹ, nó không khóc nữa. Lau sạch nước mắt, nó chạy đến chỗ cái Tỉu cúi đầu tận mặt con này, nó hôn mỗi má mấy cái, và nó lại mèo: - Tỉu ở nhà nhé! Tỉu ở nhà với anh Dần nhé! Chị phải đi đây. Chị sang ở với cụ Nghị kia đây. Từ rày trở đi chị không ẵm Tỉu nữa. Bao giờ Tỉu lớn Tỉu sang bên ấy tìm chị, Tỉu nhé! (Ngô Tất Tố, Tắt đèn)",Muốn lời nói của mình được người nghe chú ý,Muốn người nghe đồng tình với đề nghị của mình,Muốn người nghe làm theo đề nghị của mình,Cả B và C đều đúng,D,Ngữ văn 8
Tình thái từ trong câu sau thể hiện sắc thái tình thái nào “Cậu ấy sắp kết hôn thật à?”,Thể hiện thái độ ngạc nhiên và bất ngờ,"Thể hiện sự nghi ngờ, sự hoài nghi","Thái độ mong chờ, hy vọng",Tất cả đều sai,A,Ngữ văn 8
Xác định loại của tình thái từ trong câu sau 'Con chó của cháu nó mua đấy chứ!',Tình thái từ nghi vấn.,Tình thái từ cầu khiến.,Tình thái từ biểu thị sắc thái tình cảm.,Tình thái từ cảm thán.,A,Ngữ văn 8
"Tình thái từ trong câu Ông tưởng mày chết đêm qua, còn sống đấy à? biểu thị điều gì?",Tình thái từ nghi vấn.,Tình thái từ cầu khiến.,Tình thái từ biểu thị sắc thái tình cảm.,Tình thái từ cảm thán.,A,Ngữ văn 8
"Trong các câu sau đây, câu nào không sử dụng tình thái từ?",Những cái áo nào cơ?,Mẹ chẳng bảo con phải cẩn thận rồi ư!,Kéo lên giúp mình với!,"Hôm nay, tôi đi học.",D,Ngữ văn 8
"Tình thái từ trong câu 'Nhanh lên nào, anh em ơi' thuộc loại nào?",Tình thái từ nghi vấn.,Tình thái từ cầu khiến.,Tình thái từ biểu thị sắc thái tình cảm.,Tình thái từ cảm thán.,B,Ngữ văn 8
"Trong câu ""Cha đi công tác rồi à ?"" nếu bỏ các từ in đậm thì ý nghĩa của câu có gì thay đổi?",Câu không còn là câu cầu khiến nữa,Câu không còn là câu cảm thán nữa,Câu không có gì thay đổi,Câu không còn là câu nghi vấn nữa,D,Ngữ văn 8
Câu nào dưới đây sử dụng tình thái từ cầu khiến?,"Mẹ ở nhà, con đi nhé!",Nói mãi mà vẫn thế à?,"Con không đi ở đâu, u cho con ở nhà với u nhé.",Bạn đi học bài đi!,A,Ngữ văn 8
Từ ”à” trong câu: Bài thơ đấy mà hay à? thuộc dạng nào dưới đây?,Tình thái từ cảm thán biểu thị sự thuyết phục,Tình thái từ cầu khiến tỏ ý thách thức,Tình thái từ cầu khiến yêu cầu người khác làm việc gì đó cho mình,Tình thái từ biểu thị sắc thái tình cảm,A,Ngữ văn 8
Đoạn văn trên được viết theo phương thức biểu đạt nào.,Biểu cảm,Nghị luận,Miêu tả,Tự sự,A,Ngữ văn 8
