Question,A,B,C,D,Answer,subject
Âm thanh được phát ra từ một nguồn âm dao động có tần số 250 Hz. Hỏi trong 2 giây nguồn âm này đã thực hiện được mấy dao động,25 dao động,50 dao động,250 dao động,500 dao động,D,physics
Một người nghe tiếng sét sau tia chớp 5 giây. Hỏi người đó đứng cách nơi xảy ra sét bao xa? Biết vận tốc truyền âm trong không khí là 340 m/s,170m,340m,1700m,1800m,C,physics
Kết luận nào sau đây không đúng ?,"Hai mảnh ni lông, sau khi cọ xát bằng vải khô đặt gần nhau thì đẩy nhau.","Thanh thủy tinh và thanh nhựa, sau khi cọ xát bằng vải khô đặt gần nhau thì hút nhau.",Có hai loại điện tích là điện tích âm (-) và điện tích dương (+).,"Các điện tích cùng loại thì hút nhau, các điện tích khác loại thì đẩy nhau.",C,physics
Trường hợp nào không liên quan đến sự tồn tại của dòng điện?,Bóng đèn điện đang sáng.,Nồi cơm điện đang hoạt động.,Thanh thủy tinh bị nhiễm điện khi cọ xát vào lụa.,Máy vi tính đang hoạt động.,C,physics
Dòng điện là,dòng dịch chuyển có hướng của các điện tích.,dòng dịch chuyển theo mọi hướng của các điện tích.,dòng các điện tích dịch chuyển.,sự chuyển động của các điện tích.,A,physics
Một trong những biểu hiện về tác dụng từ của dòng điện là,dòng điện qua bóng đèn làm bóng đèn phát sáng.,dòng điện chạy qua vật dẫn làm vật dẫn nóng lên.,dòng điện làm quay kim nam châm đặt gần nó.,dòng điện chạy qua máy sấy tóc làm cho máy quay và nóng lên.,C,physics
"Trong các trường hợp dưới đây, trường hợp nào biểu hiện tác dụng sinh lí của dòng điện?",Dòng điện qua cái quạt làm cánh quạt quay.,Dòng điện qua bếp điện làm cho bếp điện nóng lên.,Dòng điện chạy qua bóng đèn làm bóng đèn sáng lên.,Dòng điện qua cơ thể sống gây co giật các cơ.,D,physics
Đơn vị đo cường độ dòng điện là,vôn.,vôn kế.,ampe.,ampe kế.,C,physics
Trường hợp nào dưới đây có hiệu điện thế bằng không?,Giữa hai đầu bóng đèn điện đang sáng.,Giữa hai cực của một pin còn mới khi chưa mắc vào mạch.,Giữa hai cực của một pin là nguồn điện trong mạch kín.,Giữa hai đầu bóng đèn điện có ghi 12V chưa mắc vào mạch.,D,physics
Một bóng đèn điện có ghi 6V. Đặt vào hai đầu bóng điện một hiệu điện thế 6V thì,bóng điện không sáng.,bóng điện sáng bình thường.,bóng điện sáng hơn bình thường.,bóng điện sáng tối hơn bình thường.,B,physics
Có thể làm nhiễm điện một vật bằng cách nào?,Có thể làm nhiễm điện nhiều vật bằng cách hơ nóng trên ngọn lửa,Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước nóng,Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước lạnh,Có thể làm nhiễm điện nhiều vật bằng cách cọ xát,D,physics
Dòng điện là dòng các điện tích,dịch chuyển theo mọi hướng,chuyển động theo mọi hướng,chuyển động xung quanh nguyên tử,dịch chuyển có hướng,D,physics
Chất nào sau đây thường được dùng làm vật liệu dẫn điện?,Vàng,Đồng,Bạc,Sắt,B,physics
"Dựa vào tác dụng nhiệt của dòng điện, người ta chế tạo các thiết bị dùng trong sinh hoạt hàng ngày như","Điện thoại, quạt điện","Mô tơ điện, máy bơm nước","Máy hút bụi, nam châm điện","Bàn là, bếp điện",D,physics
Phát biểu nào sau đây là đúng khi nói về chiều của dòng điện trong một mạch điện kín có dùng nguồn điện là pin?,Dòng điện đi ra từ cực dương của pin qua các vật dẫn đến cực âm của pin.,Dòng điện đi ra từ cực âm của pin qua các vật dẫn đến cực dương của pin.,"Ban đầu, dòng điện đi ra từ cực dương của pin sau một thời gian dòng điện đổi theo chiều ngược lại.",Dòng điện có thể chạy theo bất kì chiều nào.,A,physics
Số vôn ghi trên mỗi dụng cụ điện cho biết,cho biết mức độ mạnh yếu của dòng điện,Hiệu điện thế định mức để dụng cụ đó hoạt động bình thường,Cả hai câu A và B đều sai,Cả hai câu A và B đều đúng,B,physics
Nên chọn Am pe kế nào dưới đây để đo cường độ dòng điện có cường độ trong khoảng 15A tới 25A chạy qua quạt điện?,"GHHĐ: 2A – ĐCNN:0,2 A",GHHĐ: 500mA – ĐCNN: 10mA,GHHĐ: 200mA – ĐCNN: 5mA,GHHĐ: 30A – ĐCNN: 1A,D,physics
"Trong đoạn mạch mắc song song, hiệu điện thế giữa hai đầu đoạn mạch",Bằng tổng hiệu điện thế giữa các đoạn mạch rẽ,Bằng hiệu điện thế giữa hai đầu các đoạn mạch rẽ,Bằng tích hiệu điện thế giữa hai đầu các đoạn rẽ,Bằng hai lần tổng các hiệu điện thế giữa hai đầu các đoạn mạch rẽ,A,physics
Chọn câu sai,$10kV = 10.000V$,"$420 V = 0,42 kV$",$50 V = 5mV$,"$1800mV = 1,8V$",C,physics
Chỉ được làm thí nghiệm với các nguồn điện có hiệu điện thế ?,Dưới 40V,Dưới 50V,Dưới 60V,Dưới 70V,B,physics
Khi thấy người bị điện giật thì cần làm những việc nào sau đây:,Dùng tay nắm nạn nhân kéo nhanh ra khỏi nguồn điện,Dùng tay kéo cơ thể ra khỏi nạn nhân,Gọi cho công nhân điện lực đến cứu,Dùng cây khô tách nạn nhân ra khỏi nguồn điện hoặc đóng cầu dao điện,D,physics
"Đối với bình thông nhau, mặt thoáng của chất lỏng trong các nhánh ở cùng một độ cao khi",Tiết diện của các nhánh bằng nhau,Các nhánh chứa cùng một loại chất lỏng đứng yên,Độ dày của các nhánh như nhau.,Độ dài của các nhánh bằng nhau.,B,physics
"Khi nói trái đất quay quanh mặt trời, ta đã chọn vật nào làm mốc?",Mặt Trời,Trái Đất,Ngôi sao,Một vật trên mặt đất,A,physics
một thùng đựng nước đầy cao 80 cm. Áp suất tại điểm A cách đáy 20 cm là bao nhiêu? Biết trọng lượng riêng của nước là $10000N/m^{2}$,$8000N/m^{2}$,$2000N/m^{2}$,$6000N/m^{2}$,$60000N/m^{2}$,C,physics
"Vận tốc của ô tô là 40 km/h, của xe máy là , của xe máy là 11.6 m/s, của tàu hỏa là 600m/phút. Cách sắp xếp theo thứ tự vận tốc giảm dần nào sau đây là đúng.",Xe máy - ô tô - tàu hỏa,Ô tô - tàu hỏa - Xe máy,Tàu hỏa - xe máy - ô tô,Tàu hỏa - ô tô - xe máy.,A,physics
"Hút bớt không khí trong một vỏ hộp đựng sữa bằng giấy, ta thấy vỏ hộp bị bẹp theo nhiều phía ?",Vì không khí bên trong hộp sữa bị co lại,Vì áp suất không khí bên trong hộp nhỏ hơn áp suất ở ngoài.,Vì hộp sữa chịu tác dụng của nhiệt độ.,Vì vỏ hộp sữa rất mềm.,B,physics
Trường hợp nào sau đây ma sát là có hại?,Ma sát giữa đế giày và nền nhà.,Ma sát giữa thức ăn và đôi đũa.,Ma sát giữa bánh xe và trục quay.,Ma sát giữa dây và ròng rọc,C,physics
"Một nười có khối lượng 60kg, đứng trên mặt đất. Diện tích 2 bàn chân là $3dm^{2}$. Áp suất người đó gây trên mặt đất là :",$20N/m^{2}$,$200N/m^{2}$,$2000N/m^{2}$,$20000N/m^{2}$,D,physics
Muốn giảm áp suất thì :,Giảm diện tích mặt bị ép và giảm áp lực theo cùng tỉ lệ.,Tăng diện tích mặt bị ép và giữ nguyên áp lực.,Giảm diện tích mặt bị ép và giữ nguyên áp lực,Tăng diện tích mặt bị ép và tăng áp lực theo cùng tỉ lệ.,B,physics
Trong các chuyển động sau chuyển động nào là chuyển động do quán tính?,Hòn đá lăn từ trên núi xuống.,Xe máy chạy trên đường,Lá rơi từ trên cao xuống.,Xe đạp chạy sau khi thôi không đạp xe nữa.,D,physics
"Một người đi xe đạp trong 45 phút, với vận tốc 12km/h. Quảng đường người đó đi được là:",3km,4km,5km/h,9km,D,physics
"Đối với bình thông nhau, mặt thoáng của chất lỏng trong các nhánh ở cùng một độ cao khi:",Tiết diện của các nhánh bằng nhau.,Các nhánh chứa cùng một loại chất lỏng đứng,Độ dày của các nhánh như nhau.,Độ dài của các nhánh bằng nhau.,B,physics
"Một người đi xe đạp trong 45 phút, với vận tốc 12km/h. Quãng đường người đó đi được là :",3km,4km,6km/h,9km,D,physics
Khi nằm trên đệm mút ta thấy êm hơn khi nằm trên phản gỗ. Tại sao vậy?,Vì đệm mút mềm hơn phản gỗ nên áp suất tác dụng lên người giảm.,Vì đệm mút dầy hơn phản gỗ nên áp suất tác dụng lên người giảm.,Vì đệm mút dễ biến dạng để tăng diện tích tiếp xúc vì vậy giảm áp suất tác dụng lên thân người.,Vì lực tác dụng của phản gỗ vào thân người lớn hơn.,C,physics
"Trong các chuyển động sau, chuyển động nào là đều:",Chuyển động của xe buýt từ Thủy Phù lên Huế.,Chuyển động của quả dừa rơi từ trên cây xuống,Chuyển động của Mặt Trăng quanh Trái Đất,Chuyển động của đầu cánh quạt,C,physics
"Một thùng cao 1,5m đựng đầy nước, áp suất của nước lên đáy thùng và lên 1 điểm cách miệng thùng 0,5m lần lượt là:",15000Pa và 5000Pa.,1500Pa và 1000Pa.,15000Pa và 10000Pa.,1500Pa và 500Pa.,B,physics
Nhúng một vật vào trong chất lỏng thì vật nổi lên khi :,$P < F_{A}$,$P = F_{A}$,$P - F_{A} = 0$,$P > F_{A}$,C,physics
Có một ô tô đang chạy trên đường. Câu phát biểu nào là không đúng?,Ô tô chuyển động so với mặt đường.,Ô tô đứng yên so với người lái xe,Ô tô chuyển động so với người lái xe,Ô tô chuyển động so với cây bên đường.,C,physics
"Một ô tô có vận tốc 36km/h, vận tốc này bằng với:",10m/s,3m/s,36m/s,"0,9 m/s",A,physics
"Ba vật làm bằng ba chất khác nhau là đồng, sắt, nhôm, có lượng bằng nhau. Khi nhúng chúng ngập vào trong nước thì lực đẩy nước tác dụng vào vật nào là lớn nhất ?",Vật làm bằng đồng,Vật làm bằng nhôm,vật làm bằng sắt,Cả ba vật như nhau,B,physics
Một nhóm học sinh đẩy một xe chở đất đi từ A đến B trên một đoạn đường bằng phẳng nằm ngang. Tới B đổ hết đất trên xe xuống rồi lại đẩy xe không đi theo đường cũ về A. So sánh công sinh ra ở lượt đi và lượt về.,Công ở lượt đi bằng công ở lượt về vì đoạn đường đi được như nhau,Công ở lượt đi lớn hơn vì lực kéo ở lượt đi lớn hơn lực kéo ở lượt về,Công ở lượt về lớn hơn vì xe không thì đi nhanh hơn.,Công ở lượt đi nhỏ hơn vì kéo xe nặng thì đi chậm hơn.,B,physics
Một người công nhân dùng ròng rọc động để nâng một vật lên cao 7m với lực kéo ở đầu dây tự do là 160N. Hỏi người công nhân đó đã thực hiện một công bằng bao nhiêu?,1120J,2420J,22400J,2240J,D,physics
"Một bình hình trụ cao 2,5m đựng đầy nước. Biết khối lượng riêng của nước là 1000kg/m3. Áp suất của nước tác dụng lên đáy bình là:",250Pa.,400Pa.,2500Pa.,25000Pa.,D,physics
Mọi vật trên trái đất đều chịu tác dụng của áp suất khí quyển là do:,Không khí giản nở vì nhiệt.,Không khí cũng có trọng lượng.,Chất lỏng cũng có trọng lượng.,Không khí không có trọng lượng.,B,physics
Áp suất có đơn vị đo là :,$N/m^{3}$,$N/cm$,$N/m$,$N/m^{3}$,D,physics
"Một vật chuyển động thẳng đều, thời gian để vật chuyển động hết quãng đường dài 4,8 m là 10 phút. Tốc độ chuyển động vật là:","4,8 m/ph",48 m/ph,"0,48 m/ph",480m/ph,C,physics
"Khi nhiệt độ của vật tăng thì các nguyên tử, phân tử cấu tạo nên vật:",chuyển động không ngừng.,chuyển động nhanh lên.,chuyển động chậm lại.,chuyển động theo một hướng nhất định.,A,physics
"Bỏ vài hạt thuốc tím vào một cốc nước, thấy nước màu tím di chuyển thành dòng từ dưới lên trên. Lí do nào sau đây là đúng?",Do hiện tượng truyền nhiệt,Do hiện tượng đối lưu,Do hiện tượng bức xạ nhiệt,Do hiện tượng dẫn nhiệt,B,physics
Đơn vị của công suất là:,J.s,m/s,Km/h,W,D,physics
Nhiệt dung riêng của nước là 4200J/kg.K cho biết điều gì?,Muốn làm cho 1 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J.,Muốn làm cho 1 g nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J.,Muốn làm cho 10 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J.,Muốn làm cho 1 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 420J.,A,physics
Hai bạn Long và Nam kéo nước từ giếng lên. Long kéo gầu nước nặng gấp đôi gầu nước của Nam. Thời gian kéo gầu nước của Nam lại chỉ bằng một nửa thời gian của Long. So sánh công suất trung bình của Long và Nam.,Công suất của Long lớn hơn vì gầu nước của Long nặng gấp đôi.,Công suất của Nam lớn hơn vì thời gian kéo nước của Nam chỉ bằng một nửa thời gian kéo nước của Long.,Công suất của Nam và Long như nhau.,Không so sánh được.,C,physics
"Khối thép m = 10g ở nhiệt độ $30^{\circ}C$, sau khi nhận nhiệt lượng 46J thì tăng lên đến nhiệt độ $40^{\circ}C$. Nhiệt dung riêng của thép là:",2500 J/kgK,460 J/kgK,4200 J/kgK,130 J/kgK,B,physics
Khối nước và khối đất riêng biệt cùng khối lượng. Biết nhiệt dung riêng của nước và đất lần lượt là $c_n = 4200$ J/kgK$ và $c_đ = 800 J/kgK$. Để hai khối này có độ tăng nhiệt độ như nhau thì phải cung cấp nhiệt lượng cho nước nhiều gấp bao nhiêu lần so với nhiệt lượng cung cấp cho đất?,"2,25","4,25","5,25","6,25",C,physics
Hai vật 1 và 2 có khối lượng $m_1 = 2m_2$ truyền nhiệt cho nhau. Khi có cân bằng nhiệt thì nhiệt độ của hai vật thay đổi một lượng là $\Delta t_1 = \Delta t_2$. Hãy so sánh nhiệt dung riêng của các chất cấu tạo nên hai vật.,$c_1 = 2c_2$,$c_1 = 1/2c_2$,$c_1 = c_2$,Chưa thể xác dịnhđược vì chưa biết $t_1 > t_2$ hay $t_1 < t_2$,C,physics
Một vận động viên điền kinh với công suất 600W đã chạy quãng đường 100m hết 10 giây. Một công nhân xây dựng đã sử dụng ròng rọc động để nâng một khối vật liệu nặng 650N lên cao 10m trong 30s.,Vận động viên thực hiện công lớn hơn công của người công nhân,Vận động viên thực hiện công nhỏ hơn công của người công nhân,Vận động viên thực hiện công bằng công của người công nhân,"Cả A, B đều sai",B,physics
"Máy cày thứ nhất thực hiện công lớn gấp 2 lần trong thời gian dài gấp 4 lần so với máy cày thứ hai. Nếu gọi P1 là công suất của máy thứ nhất, là công suất của máy thứ hai thì",$P_1 = P_2$,$P_1 = 2P_2$,$P_2= 2P_1$,$P_2 = 4P_1$,C,physics
Chọn câu sai :,Cùng một chất có thể ở trạng thái khí hoặc trạng thái lỏng.,Cùng một chất có thể ở trạng thái lỏng hoặc trạng thái rắn.,Cùng một chất có thể ở trạng thái rắn hoặc trạng thái khí.,"Cùng một chất không thể ở trạng thái khí, lỏng hoặc rắn.",D,physics
